Module path:  Environments.NS_Reco NS_Reco
Dynamically loaded from:  <class 'Environments.NS_Reco.NS_Reco'>
Reward Amplitudes: [4.17022005e-01 7.20324493e-01 1.14374817e-04 3.02332573e-01
 1.46755891e-01] :: Avg 0.317309867282206 
Module path:  Src.Algorithms.ProOLS ProOLS
Dynamically loaded from:  <class 'Src.Algorithms.ProOLS.ProOLS'>
=====Configurations=====
 Namespace(NN_basis_dim='32', Policy_basis_dim='32', actor_lr=0.0045712864064011045, algo_name='ProOLS', base=0, batch_size=1000, buffer_size=1000, debug=True, delta=3, entropy_lambda=0.04318892012402085, env_name='NS_Reco', experiment='NS_1d_', extrapolator_basis='Fourier', folder_suffix='Default', fourier_coupled=True, fourier_k=5, fourier_order=3, gamma=0.99, gauss_std=1.5, gpu=0, hyper='default', importance_clip=5.0, inc=1, log_output='term_file', max_episodes=1000, max_inner=60, max_steps=500, optim='rmsprop', oracle=-1, raw_basis=True, restore=False, save_count=100, save_model=True, seed=0, speed=1, state_lr=0.001, summary=True, swarm=False, timestamp='5|30|14:28:49')
Actions space: 5 :: State space: 1
State Low: tensor([0.]) :: State High: tensor([1.])
State features:  [('dummy_param', torch.Size([1]))]
Policy:  [('fc1.weight', torch.Size([5, 1])), ('fc1.bias', torch.Size([5]))]
0 :: Rewards -0.025 :: steps: 0.10 :: Time: 0.001(0.01031/step) :: Entropy : 0.000 :: Grads : [[], []]
110 :: Rewards -5.427 :: steps: 1.00 :: Time: 0.010(0.01046/step) :: Entropy : 0.000 :: Grads : [[0.013248004, 0.01324801], []]
120 :: Rewards -6.391 :: steps: 1.00 :: Time: 0.008(0.00799/step) :: Entropy : 0.000 :: Grads : [[0.010522725, 0.010522725], []]
130 :: Rewards -6.596 :: steps: 1.00 :: Time: 0.008(0.00802/step) :: Entropy : 0.000 :: Grads : [[0.0138669, 0.013866899], []]
140 :: Rewards -7.966 :: steps: 1.00 :: Time: 0.011(0.01076/step) :: Entropy : 0.000 :: Grads : [[0.028071914, 0.028071914], []]
150 :: Rewards -9.425 :: steps: 1.00 :: Time: 0.008(0.00820/step) :: Entropy : 0.000 :: Grads : [[0.0148034515, 0.014803449], []]
160 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.008(0.00825/step) :: Entropy : 0.000 :: Grads : [[0.011431429, 0.011431429], []]
170 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01113/step) :: Entropy : 0.000 :: Grads : [[0.000110892244, 0.0001108923], []]
180 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.008(0.00836/step) :: Entropy : 0.000 :: Grads : [[0.00093274645, 0.0009327462], []]
190 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.008(0.00844/step) :: Entropy : 0.000 :: Grads : [[0.0004734458, 0.0004734458], []]
200 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01136/step) :: Entropy : 0.000 :: Grads : [[0.00015041904, 0.00015041906], []]
210 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00859/step) :: Entropy : 0.000 :: Grads : [[0.00013433982, 0.0001343398], []]
220 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00866/step) :: Entropy : 0.000 :: Grads : [[5.4592558e-05, 5.4592558e-05], []]
230 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01163/step) :: Entropy : 0.000 :: Grads : [[8.602145e-06, 8.602151e-06], []]
240 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00868/step) :: Entropy : 0.000 :: Grads : [[3.2910702e-06, 3.2910702e-06], []]
250 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00878/step) :: Entropy : 0.000 :: Grads : [[4.6234036e-06, 4.623403e-06], []]
260 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01191/step) :: Entropy : 0.000 :: Grads : [[1.3424718e-06, 1.342472e-06], []]
270 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00918/step) :: Entropy : 0.000 :: Grads : [[5.561851e-07, 5.561851e-07], []]
280 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00907/step) :: Entropy : 0.000 :: Grads : [[5.335791e-07, 5.335791e-07], []]
290 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01222/step) :: Entropy : 0.000 :: Grads : [[4.5912475e-07, 4.5912475e-07], []]
300 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00921/step) :: Entropy : 0.000 :: Grads : [[1.2429246e-07, 1.2429247e-07], []]
310 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.009(0.00930/step) :: Entropy : 0.000 :: Grads : [[8.717634e-09, 8.717632e-09], []]
320 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.013(0.01254/step) :: Entropy : 0.000 :: Grads : [[7.775516e-09, 7.7755145e-09], []]
330 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.010(0.00970/step) :: Entropy : 0.000 :: Grads : [[3.913499e-08, 3.9134978e-08], []]
340 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.010(0.00960/step) :: Entropy : 0.000 :: Grads : [[1.156202e-08, 1.1562021e-08], []]
350 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.013(0.01308/step) :: Entropy : 0.000 :: Grads : [[2.7725742e-08, 2.7725742e-08], []]
360 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01072/step) :: Entropy : 0.000 :: Grads : [[1.5974571e-08, 1.5974571e-08], []]
370 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.010(0.01043/step) :: Entropy : 0.000 :: Grads : [[6.161236e-09, 6.161237e-09], []]
380 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.014(0.01366/step) :: Entropy : 0.000 :: Grads : [[1.4695864e-08, 1.4695864e-08], []]
390 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.010(0.01013/step) :: Entropy : 0.000 :: Grads : [[5.1874576e-09, 5.1874585e-09], []]
400 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.010(0.01022/step) :: Entropy : 0.000 :: Grads : [[2.0498792e-08, 2.0498792e-08], []]
410 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.014(0.01370/step) :: Entropy : 0.000 :: Grads : [[1.0757714e-08, 1.0757715e-08], []]
420 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01062/step) :: Entropy : 0.000 :: Grads : [[3.5905732e-09, 3.5905736e-09], []]
430 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01061/step) :: Entropy : 0.000 :: Grads : [[2.3339629e-08, 2.3339627e-08], []]
440 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.014(0.01414/step) :: Entropy : 0.000 :: Grads : [[1.4226164e-08, 1.4226167e-08], []]
450 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01068/step) :: Entropy : 0.000 :: Grads : [[2.9053203e-08, 2.90532e-08], []]
460 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01074/step) :: Entropy : 0.000 :: Grads : [[2.0224094e-09, 2.0224094e-09], []]
470 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.014(0.01433/step) :: Entropy : 0.000 :: Grads : [[1.9299549e-08, 1.929955e-08], []]
480 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01082/step) :: Entropy : 0.000 :: Grads : [[3.147265e-09, 3.1472651e-09], []]
490 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01080/step) :: Entropy : 0.000 :: Grads : [[1.851558e-08, 1.8515577e-08], []]
500 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.014(0.01445/step) :: Entropy : 0.000 :: Grads : [[1.4012673e-08, 1.4012675e-08], []]
510 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01113/step) :: Entropy : 0.000 :: Grads : [[4.232038e-09, 4.232035e-09], []]
520 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01116/step) :: Entropy : 0.000 :: Grads : [[1.5451956e-08, 1.5451956e-08], []]
530 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.015(0.01487/step) :: Entropy : 0.000 :: Grads : [[3.116599e-09, 3.1166008e-09], []]
540 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01124/step) :: Entropy : 0.000 :: Grads : [[1.3823916e-08, 1.3823916e-08], []]
550 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01128/step) :: Entropy : 0.000 :: Grads : [[4.1179837e-09, 4.1179833e-09], []]
560 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.015(0.01500/step) :: Entropy : 0.000 :: Grads : [[3.7490864e-09, 3.7490873e-09], []]
570 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01136/step) :: Entropy : 0.000 :: Grads : [[2.3039846e-09, 2.3039848e-09], []]
580 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01140/step) :: Entropy : 0.000 :: Grads : [[3.4130558e-09, 3.413056e-09], []]
590 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.015(0.01525/step) :: Entropy : 0.000 :: Grads : [[2.3394606e-09, 2.3394606e-09], []]
600 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01150/step) :: Entropy : 0.000 :: Grads : [[2.611099e-09, 2.6111004e-09], []]
610 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.011(0.01144/step) :: Entropy : 0.000 :: Grads : [[4.6820685e-09, 4.68207e-09], []]
620 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.015(0.01529/step) :: Entropy : 0.000 :: Grads : [[1.6480556e-08, 1.6480554e-08], []]
630 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01150/step) :: Entropy : 0.000 :: Grads : [[1.3858381e-08, 1.385838e-08], []]
640 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01152/step) :: Entropy : 0.000 :: Grads : [[1.22367565e-08, 1.2236754e-08], []]
650 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.015(0.01549/step) :: Entropy : 0.000 :: Grads : [[1.19270025e-08, 1.19270025e-08], []]
660 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01168/step) :: Entropy : 0.000 :: Grads : [[5.4238134e-09, 5.4238116e-09], []]
670 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01175/step) :: Entropy : 0.000 :: Grads : [[3.6604455e-08, 3.6604487e-08], []]
680 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.016(0.01562/step) :: Entropy : 0.000 :: Grads : [[1.06896564e-07, 1.06896664e-07], []]
690 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01180/step) :: Entropy : 0.000 :: Grads : [[5.094555e-07, 5.094556e-07], []]
700 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01200/step) :: Entropy : 0.000 :: Grads : [[2.0366558e-06, 2.036656e-06], []]
710 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.016(0.01596/step) :: Entropy : 0.000 :: Grads : [[6.6095765e-07, 6.609576e-07], []]
720 :: Rewards -10.435 :: steps: 1.00 :: Time: 0.012(0.01203/step) :: Entropy : 0.000 :: Grads : [[2.5788395e-06, 2.5788395e-06], []]
730 :: Rewards -10.489 :: steps: 1.00 :: Time: 0.012(0.01202/step) :: Entropy : 0.000 :: Grads : [[1.4142218e-07, 1.4142212e-07], []]
740 :: Rewards -10.691 :: steps: 1.00 :: Time: 0.016(0.01611/step) :: Entropy : 0.000 :: Grads : [[2.643859e-06, 2.6438588e-06], []]
750 :: Rewards -11.058 :: steps: 1.00 :: Time: 0.012(0.01220/step) :: Entropy : 0.000 :: Grads : [[1.8453704e-05, 1.8453702e-05], []]
760 :: Rewards -11.625 :: steps: 1.00 :: Time: 0.012(0.01221/step) :: Entropy : 0.000 :: Grads : [[2.7775397e-05, 2.777541e-05], []]
770 :: Rewards -12.417 :: steps: 1.00 :: Time: 0.017(0.01664/step) :: Entropy : 0.000 :: Grads : [[8.495272e-05, 8.495273e-05], []]
780 :: Rewards -13.382 :: steps: 1.00 :: Time: 0.012(0.01247/step) :: Entropy : 0.000 :: Grads : [[0.00014961572, 0.00014961566], []]
790 :: Rewards -14.542 :: steps: 1.00 :: Time: 0.013(0.01252/step) :: Entropy : 0.000 :: Grads : [[3.6398727e-05, 3.639875e-05], []]
800 :: Rewards -15.835 :: steps: 1.00 :: Time: 0.017(0.01687/step) :: Entropy : 0.000 :: Grads : [[0.000250908, 0.000250908], []]
810 :: Rewards -17.334 :: steps: 1.00 :: Time: 0.013(0.01260/step) :: Entropy : 0.000 :: Grads : [[0.00020411478, 0.00020411478], []]
820 :: Rewards -18.805 :: steps: 1.00 :: Time: 0.013(0.01258/step) :: Entropy : 0.000 :: Grads : [[0.0074931746, 0.0074931732], []]
830 :: Rewards -20.611 :: steps: 1.00 :: Time: 0.017(0.01682/step) :: Entropy : 0.000 :: Grads : [[0.0064128214, 0.0064128176], []]
840 :: Rewards -22.144 :: steps: 1.00 :: Time: 0.013(0.01264/step) :: Entropy : 0.000 :: Grads : [[0.005668325, 0.0056683253], []]
850 :: Rewards -23.474 :: steps: 1.00 :: Time: 0.013(0.01272/step) :: Entropy : 0.000 :: Grads : [[0.006338533, 0.0063385293], []]
860 :: Rewards -24.672 :: steps: 1.00 :: Time: 0.017(0.01681/step) :: Entropy : 0.000 :: Grads : [[0.0019927514, 0.0019927502], []]
870 :: Rewards -25.192 :: steps: 1.00 :: Time: 0.013(0.01278/step) :: Entropy : 0.000 :: Grads : [[0.0023132907, 0.002313289], []]
880 :: Rewards -25.477 :: steps: 1.00 :: Time: 0.013(0.01273/step) :: Entropy : 0.000 :: Grads : [[0.004971045, 0.004971046], []]
890 :: Rewards -25.611 :: steps: 1.00 :: Time: 0.017(0.01692/step) :: Entropy : 0.000 :: Grads : [[0.003867376, 0.003867376], []]
900 :: Rewards -25.732 :: steps: 1.00 :: Time: 0.013(0.01280/step) :: Entropy : 0.000 :: Grads : [[0.0010866808, 0.00108668], []]
910 :: Rewards -25.841 :: steps: 1.00 :: Time: 0.013(0.01326/step) :: Entropy : 0.000 :: Grads : [[0.0041298857, 0.0041298857], []]
920 :: Rewards -26.175 :: steps: 1.00 :: Time: 0.017(0.01711/step) :: Entropy : 0.000 :: Grads : [[0.0005146967, 0.0005146974], []]
930 :: Rewards -26.290 :: steps: 1.00 :: Time: 0.013(0.01281/step) :: Entropy : 0.000 :: Grads : [[0.004104445, 0.004104443], []]
940 :: Rewards -26.585 :: steps: 1.00 :: Time: 0.013(0.01286/step) :: Entropy : 0.000 :: Grads : [[0.0021445528, 0.0021445528], []]
950 :: Rewards -27.002 :: steps: 1.00 :: Time: 0.017(0.01732/step) :: Entropy : 0.000 :: Grads : [[0.0021373895, 0.0021373886], []]
960 :: Rewards -27.454 :: steps: 1.00 :: Time: 0.013(0.01338/step) :: Entropy : 0.000 :: Grads : [[0.0056472267, 0.0056472286], []]
970 :: Rewards -27.784 :: steps: 1.00 :: Time: 0.013(0.01337/step) :: Entropy : 0.000 :: Grads : [[0.00024888682, 0.00024888746], []]
980 :: Rewards -27.905 :: steps: 1.00 :: Time: 0.025(0.02514/step) :: Entropy : 0.000 :: Grads : [[0.008362494, 0.008362496], []]
990 :: Rewards -28.109 :: steps: 1.00 :: Time: 0.014(0.01418/step) :: Entropy : 0.000 :: Grads : [[0.004424227, 0.004424226], []]
999 :: Rewards -28.183 :: steps: 0.90 :: Time: 0.013(0.01440/step) :: Entropy : 0.000 :: Grads : [[0.00053970295, 0.0005397034], []]
Total time taken: 33.93423318862915
