Module path:  Environments.NS_Reco NS_Reco
Dynamically loaded from:  <class 'Environments.NS_Reco.NS_Reco'>
Reward Amplitudes: [4.17022005e-01 7.20324493e-01 1.14374817e-04 3.02332573e-01
 1.46755891e-01] :: Avg 0.317309867282206 
Module path:  Src.Algorithms.ProOLS ProOLS
Dynamically loaded from:  <class 'Src.Algorithms.ProOLS.ProOLS'>
=====Configurations=====
 Namespace(NN_basis_dim='32', Policy_basis_dim='32', actor_lr=0.0013967975033711264, algo_name='ProOLS', base=0, batch_size=1000, buffer_size=1000, debug=True, delta=1, entropy_lambda=0.009309067356364342, env_name='NS_Reco', experiment='NS_0d_', extrapolator_basis='Fourier', folder_suffix='Default', fourier_coupled=True, fourier_k=5, fourier_order=3, gamma=0.99, gauss_std=1.5, gpu=0, hyper='default', importance_clip=15.0, inc=1, log_output='term_file', max_episodes=1000, max_inner=30, max_steps=500, optim='rmsprop', oracle=-1, raw_basis=True, restore=False, save_count=100, save_model=True, seed=0, speed=0, state_lr=0.001, summary=True, swarm=False, timestamp='5|30|14:25:50')
Actions space: 5 :: State space: 1
State Low: tensor([0.]) :: State High: tensor([1.])
State features:  [('dummy_param', torch.Size([1]))]
Policy:  [('fc1.weight', torch.Size([5, 1])), ('fc1.bias', torch.Size([5]))]
0 :: Rewards -0.745 :: steps: 0.10 :: Time: 0.001(0.00908/step) :: Entropy : 0.000 :: Grads : [[], []]
150 :: Rewards -36.315 :: steps: 1.00 :: Time: 0.014(0.01353/step) :: Entropy : 0.000 :: Grads : [[0.006911938, 0.006911942], []]
160 :: Rewards -37.562 :: steps: 1.00 :: Time: 0.014(0.01382/step) :: Entropy : 0.000 :: Grads : [[0.05902049, 0.05902048], []]
170 :: Rewards -38.385 :: steps: 1.00 :: Time: 0.014(0.01373/step) :: Entropy : 0.000 :: Grads : [[0.004447742, 0.0044477414], []]
180 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.014(0.01410/step) :: Entropy : 0.000 :: Grads : [[0.006791988, 0.0067919865], []]
190 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.014(0.01399/step) :: Entropy : 0.000 :: Grads : [[0.0023999452, 0.0023999452], []]
200 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.014(0.01402/step) :: Entropy : 0.000 :: Grads : [[0.0017156178, 0.0017156182], []]
210 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.014(0.01409/step) :: Entropy : 0.000 :: Grads : [[0.00047218805, 0.00047218805], []]
220 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.014(0.01421/step) :: Entropy : 0.000 :: Grads : [[0.0002822893, 0.00028228931], []]
230 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.014(0.01430/step) :: Entropy : 0.000 :: Grads : [[9.666178e-05, 9.666179e-05], []]
240 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.014(0.01442/step) :: Entropy : 0.000 :: Grads : [[2.4813393e-05, 2.4813398e-05], []]
250 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01491/step) :: Entropy : 0.000 :: Grads : [[1.2513856e-05, 1.2513857e-05], []]
260 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01475/step) :: Entropy : 0.000 :: Grads : [[4.0739424e-06, 4.0739424e-06], []]
270 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01499/step) :: Entropy : 0.000 :: Grads : [[8.1478885e-07, 8.1478885e-07], []]
280 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01510/step) :: Entropy : 0.000 :: Grads : [[5.5460515e-07, 5.546052e-07], []]
290 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01526/step) :: Entropy : 0.000 :: Grads : [[1.3203541e-07, 1.3203541e-07], []]
300 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01519/step) :: Entropy : 0.000 :: Grads : [[2.7201944e-08, 2.7201938e-08], []]
310 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01535/step) :: Entropy : 0.000 :: Grads : [[1.4040596e-08, 1.4040593e-08], []]
320 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.015(0.01540/step) :: Entropy : 0.000 :: Grads : [[9.272158e-09, 9.272156e-09], []]
330 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.016(0.01590/step) :: Entropy : 0.000 :: Grads : [[4.465549e-09, 4.4655493e-09], []]
340 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.016(0.01591/step) :: Entropy : 0.000 :: Grads : [[2.6541014e-09, 2.6541023e-09], []]
350 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.016(0.01624/step) :: Entropy : 0.000 :: Grads : [[3.8192343e-09, 3.819234e-09], []]
360 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.016(0.01638/step) :: Entropy : 0.000 :: Grads : [[3.6210388e-09, 3.6210366e-09], []]
370 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.017(0.01656/step) :: Entropy : 0.000 :: Grads : [[2.7265863e-09, 2.7265874e-09], []]
380 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.017(0.01674/step) :: Entropy : 0.000 :: Grads : [[1.6749097e-09, 1.6749091e-09], []]
390 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.017(0.01680/step) :: Entropy : 0.000 :: Grads : [[1.7328741e-09, 1.7328741e-09], []]
400 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.017(0.01689/step) :: Entropy : 0.000 :: Grads : [[1.1541906e-09, 1.1541916e-09], []]
410 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.017(0.01714/step) :: Entropy : 0.000 :: Grads : [[8.8970487e-10, 8.897055e-10], []]
420 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01763/step) :: Entropy : 0.000 :: Grads : [[6.795017e-10, 6.795017e-10], []]
430 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01766/step) :: Entropy : 0.000 :: Grads : [[7.5045525e-10, 7.5045553e-10], []]
440 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01780/step) :: Entropy : 0.000 :: Grads : [[1.2631288e-09, 1.2631289e-09], []]
450 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01779/step) :: Entropy : 0.000 :: Grads : [[6.743022e-10, 6.74302e-10], []]
460 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01796/step) :: Entropy : 0.000 :: Grads : [[5.977431e-10, 5.977431e-10], []]
470 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01786/step) :: Entropy : 0.000 :: Grads : [[7.8341494e-10, 7.8341494e-10], []]
480 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01791/step) :: Entropy : 0.000 :: Grads : [[6.1738137e-10, 6.173814e-10], []]
490 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01801/step) :: Entropy : 0.000 :: Grads : [[4.5039528e-10, 4.503949e-10], []]
500 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01819/step) :: Entropy : 0.000 :: Grads : [[3.7060274e-10, 3.706028e-10], []]
510 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01812/step) :: Entropy : 0.000 :: Grads : [[4.5848708e-10, 4.584872e-10], []]
520 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.018(0.01847/step) :: Entropy : 0.000 :: Grads : [[3.990464e-10, 3.990462e-10], []]
530 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01855/step) :: Entropy : 0.000 :: Grads : [[3.809831e-10, 3.8098324e-10], []]
540 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01859/step) :: Entropy : 0.000 :: Grads : [[3.4852227e-10, 3.48522e-10], []]
550 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01869/step) :: Entropy : 0.000 :: Grads : [[4.521476e-10, 4.5214774e-10], []]
560 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01873/step) :: Entropy : 0.000 :: Grads : [[4.5344445e-10, 4.5344453e-10], []]
570 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01887/step) :: Entropy : 0.000 :: Grads : [[3.4161463e-10, 3.4161465e-10], []]
580 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01888/step) :: Entropy : 0.000 :: Grads : [[3.480348e-10, 3.4803474e-10], []]
590 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01901/step) :: Entropy : 0.000 :: Grads : [[3.3943132e-10, 3.3943146e-10], []]
600 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01913/step) :: Entropy : 0.000 :: Grads : [[3.0167788e-10, 3.016777e-10], []]
610 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01898/step) :: Entropy : 0.000 :: Grads : [[2.3101923e-10, 2.310192e-10], []]
620 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01893/step) :: Entropy : 0.000 :: Grads : [[3.1868447e-10, 3.1868452e-10], []]
630 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01893/step) :: Entropy : 0.000 :: Grads : [[2.5619593e-10, 2.561959e-10], []]
640 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01908/step) :: Entropy : 0.000 :: Grads : [[2.7279543e-10, 2.7279537e-10], []]
650 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01908/step) :: Entropy : 0.000 :: Grads : [[3.2391057e-10, 3.2391062e-10], []]
660 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.019(0.01933/step) :: Entropy : 0.000 :: Grads : [[2.290991e-10, 2.2909911e-10], []]
670 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.01952/step) :: Entropy : 0.000 :: Grads : [[3.225608e-10, 3.2256078e-10], []]
680 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.01952/step) :: Entropy : 0.000 :: Grads : [[1.9828425e-10, 1.9828428e-10], []]
690 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.01954/step) :: Entropy : 0.000 :: Grads : [[2.4392788e-10, 2.439278e-10], []]
700 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.01985/step) :: Entropy : 0.000 :: Grads : [[2.1946067e-10, 2.1946063e-10], []]
710 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.01980/step) :: Entropy : 0.000 :: Grads : [[2.4997188e-10, 2.4997182e-10], []]
720 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.01988/step) :: Entropy : 0.000 :: Grads : [[2.1715878e-10, 2.1715882e-10], []]
730 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.01998/step) :: Entropy : 0.000 :: Grads : [[2.1353783e-10, 2.1353772e-10], []]
740 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.02003/step) :: Entropy : 0.000 :: Grads : [[2.1347128e-10, 2.1347131e-10], []]
750 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.02042/step) :: Entropy : 0.000 :: Grads : [[2.3290042e-10, 2.3290037e-10], []]
760 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.02030/step) :: Entropy : 0.000 :: Grads : [[2.068462e-10, 2.068462e-10], []]
770 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.020(0.02041/step) :: Entropy : 0.000 :: Grads : [[1.3853702e-10, 1.3853703e-10], []]
780 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02064/step) :: Entropy : 0.000 :: Grads : [[1.584455e-10, 1.5844555e-10], []]
790 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02061/step) :: Entropy : 0.000 :: Grads : [[2.0011619e-10, 2.0011622e-10], []]
800 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02068/step) :: Entropy : 0.000 :: Grads : [[1.3402002e-10, 1.3402002e-10], []]
810 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02071/step) :: Entropy : 0.000 :: Grads : [[1.9460153e-10, 1.9460149e-10], []]
820 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02080/step) :: Entropy : 0.000 :: Grads : [[1.6000604e-10, 1.6000604e-10], []]
830 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02091/step) :: Entropy : 0.000 :: Grads : [[1.7294302e-10, 1.7294295e-10], []]
840 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02105/step) :: Entropy : 0.000 :: Grads : [[2.1178201e-10, 2.1178206e-10], []]
850 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02126/step) :: Entropy : 0.000 :: Grads : [[1.8048543e-10, 1.8048542e-10], []]
860 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02095/step) :: Entropy : 0.000 :: Grads : [[2.1438737e-10, 2.1438736e-10], []]
870 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02109/step) :: Entropy : 0.000 :: Grads : [[1.6857646e-10, 1.685764e-10], []]
880 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02101/step) :: Entropy : 0.000 :: Grads : [[1.03061934e-10, 1.0306198e-10], []]
890 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02109/step) :: Entropy : 0.000 :: Grads : [[1.4471901e-10, 1.4471903e-10], []]
900 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02087/step) :: Entropy : 0.000 :: Grads : [[1.6089592e-10, 1.6089585e-10], []]
910 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02113/step) :: Entropy : 0.000 :: Grads : [[1.520474e-10, 1.5204735e-10], []]
920 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02126/step) :: Entropy : 0.000 :: Grads : [[2.0346738e-10, 2.0346728e-10], []]
930 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02139/step) :: Entropy : 0.000 :: Grads : [[2.246936e-10, 2.2469351e-10], []]
940 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02122/step) :: Entropy : 0.000 :: Grads : [[1.6434169e-10, 1.6434175e-10], []]
950 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02126/step) :: Entropy : 0.000 :: Grads : [[1.501571e-10, 1.5015703e-10], []]
960 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02148/step) :: Entropy : 0.000 :: Grads : [[1.5980248e-10, 1.5980259e-10], []]
970 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02147/step) :: Entropy : 0.000 :: Grads : [[1.4294389e-10, 1.4294392e-10], []]
980 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.021(0.02147/step) :: Entropy : 0.000 :: Grads : [[1.6390846e-10, 1.6390833e-10], []]
990 :: Rewards -38.800 :: steps: 1.00 :: Time: 0.022(0.02161/step) :: Entropy : 0.000 :: Grads : [[1.2461696e-10, 1.246169e-10], []]
999 :: Rewards -38.800 :: steps: 0.90 :: Time: 0.019(0.02156/step) :: Entropy : 0.000 :: Grads : [[1.343177e-10, 1.3431774e-10], []]
Total time taken: 66.32916498184204
