Module path:  Environments.NS_Reco NS_Reco
Dynamically loaded from:  <class 'Environments.NS_Reco.NS_Reco'>
Reward Amplitudes: [4.17022005e-01 7.20324493e-01 1.14374817e-04 3.02332573e-01
 1.46755891e-01] :: Avg 0.317309867282206 
Module path:  Src.Algorithms.ProOLS ProOLS
Dynamically loaded from:  <class 'Src.Algorithms.ProOLS.ProOLS'>
=====Configurations=====
 Namespace(NN_basis_dim='32', Policy_basis_dim='32', actor_lr=0.006528973986480399, algo_name='ProOLS', base=0, batch_size=1000, buffer_size=1000, debug=True, delta=1, entropy_lambda=0.03442646767804006, env_name='NS_Reco', experiment='NS_3d_', extrapolator_basis='Fourier', folder_suffix='Default', fourier_coupled=True, fourier_k=7, fourier_order=3, gamma=0.99, gauss_std=1.5, gpu=0, hyper='default', importance_clip=5.0, inc=1, log_output='term_file', max_episodes=1000, max_inner=30, max_steps=500, optim='rmsprop', oracle=-1, raw_basis=True, restore=False, save_count=100, save_model=True, seed=0, speed=3, state_lr=0.001, summary=True, swarm=False, timestamp='5|30|14:31:18')
Actions space: 5 :: State space: 1
State Low: tensor([0.]) :: State High: tensor([1.])
State features:  [('dummy_param', torch.Size([1]))]
Policy:  [('fc1.weight', torch.Size([5, 1])), ('fc1.bias', torch.Size([5]))]
0 :: Rewards -0.025 :: steps: 0.10 :: Time: 0.001(0.00982/step) :: Entropy : 0.000 :: Grads : [[], []]
110 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.013(0.01342/step) :: Entropy : 0.000 :: Grads : [[6.719692e-08, 6.719691e-08], []]
120 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.013(0.01324/step) :: Entropy : 0.000 :: Grads : [[7.7516475e-08, 7.7516475e-08], []]
130 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.013(0.01341/step) :: Entropy : 0.000 :: Grads : [[8.918688e-09, 8.91869e-09], []]
140 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01355/step) :: Entropy : 0.000 :: Grads : [[9.452445e-09, 9.452445e-09], []]
150 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01394/step) :: Entropy : 0.000 :: Grads : [[1.3136733e-08, 1.3136733e-08], []]
160 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01385/step) :: Entropy : 0.000 :: Grads : [[3.1375603e-08, 3.1375603e-08], []]
170 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01417/step) :: Entropy : 0.000 :: Grads : [[1.5612178e-08, 1.5612182e-08], []]
180 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01394/step) :: Entropy : 0.000 :: Grads : [[1.8840815e-08, 1.8840815e-08], []]
190 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01431/step) :: Entropy : 0.000 :: Grads : [[1.6666236e-08, 1.6666238e-08], []]
200 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01421/step) :: Entropy : 0.000 :: Grads : [[1.681857e-08, 1.6818571e-08], []]
210 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01427/step) :: Entropy : 0.000 :: Grads : [[3.03402e-09, 3.034018e-09], []]
220 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01444/step) :: Entropy : 0.000 :: Grads : [[9.250755e-09, 9.250756e-09], []]
230 :: Rewards -1.256 :: steps: 1.00 :: Time: 0.014(0.01448/step) :: Entropy : 0.000 :: Grads : [[8.532128e-09, 8.53213e-09], []]
240 :: Rewards -1.263 :: steps: 1.00 :: Time: 0.015(0.01461/step) :: Entropy : 0.000 :: Grads : [[2.7008955e-08, 2.7008955e-08], []]
250 :: Rewards -1.531 :: steps: 1.00 :: Time: 0.015(0.01520/step) :: Entropy : 0.000 :: Grads : [[5.019476e-06, 5.019476e-06], []]
260 :: Rewards -2.350 :: steps: 1.00 :: Time: 0.015(0.01523/step) :: Entropy : 0.000 :: Grads : [[6.129374e-05, 6.129374e-05], []]
270 :: Rewards -3.663 :: steps: 1.00 :: Time: 0.015(0.01500/step) :: Entropy : 0.000 :: Grads : [[0.0006502025, 0.0006502025], []]
280 :: Rewards -5.509 :: steps: 1.00 :: Time: 0.016(0.01583/step) :: Entropy : 0.000 :: Grads : [[0.0008021173, 0.0008021176], []]
290 :: Rewards -7.368 :: steps: 1.00 :: Time: 0.015(0.01529/step) :: Entropy : 0.000 :: Grads : [[0.012991403, 0.012991403], []]
300 :: Rewards -8.500 :: steps: 1.00 :: Time: 0.015(0.01545/step) :: Entropy : 0.000 :: Grads : [[0.030411672, 0.030411696], []]
310 :: Rewards -9.481 :: steps: 1.00 :: Time: 0.015(0.01546/step) :: Entropy : 0.000 :: Grads : [[0.0049336404, 0.0049336446], []]
320 :: Rewards -10.060 :: steps: 1.00 :: Time: 0.016(0.01565/step) :: Entropy : 0.000 :: Grads : [[0.004584073, 0.004584071], []]
330 :: Rewards -10.555 :: steps: 1.00 :: Time: 0.016(0.01597/step) :: Entropy : 0.000 :: Grads : [[0.050804734, 0.050804723], []]
340 :: Rewards -10.865 :: steps: 1.00 :: Time: 0.016(0.01621/step) :: Entropy : 0.000 :: Grads : [[0.0028301324, 0.0028301321], []]
350 :: Rewards -10.961 :: steps: 1.00 :: Time: 0.016(0.01637/step) :: Entropy : 0.000 :: Grads : [[0.001912561, 0.001912561], []]
360 :: Rewards -11.007 :: steps: 1.00 :: Time: 0.017(0.01720/step) :: Entropy : 0.000 :: Grads : [[0.0036044908, 0.0036044917], []]
370 :: Rewards -11.177 :: steps: 1.00 :: Time: 0.017(0.01678/step) :: Entropy : 0.000 :: Grads : [[0.006841934, 0.0068419343], []]
380 :: Rewards -11.904 :: steps: 1.00 :: Time: 0.017(0.01677/step) :: Entropy : 0.000 :: Grads : [[0.0064860187, 0.0064860187], []]
390 :: Rewards -12.706 :: steps: 1.00 :: Time: 0.017(0.01688/step) :: Entropy : 0.000 :: Grads : [[0.0013181906, 0.0013181906], []]
400 :: Rewards -12.782 :: steps: 1.00 :: Time: 0.017(0.01717/step) :: Entropy : 0.000 :: Grads : [[0.00066435535, 0.0006643551], []]
410 :: Rewards -13.257 :: steps: 1.00 :: Time: 0.018(0.01771/step) :: Entropy : 0.000 :: Grads : [[0.0016463064, 0.0016463067], []]
420 :: Rewards -13.550 :: steps: 1.00 :: Time: 0.019(0.01873/step) :: Entropy : 0.000 :: Grads : [[0.0008541152, 0.0008541151], []]
430 :: Rewards -13.605 :: steps: 1.00 :: Time: 0.018(0.01776/step) :: Entropy : 0.000 :: Grads : [[0.0008404531, 0.00084045314], []]
440 :: Rewards -14.189 :: steps: 1.00 :: Time: 0.018(0.01783/step) :: Entropy : 0.000 :: Grads : [[0.002257693, 0.002257693], []]
450 :: Rewards -15.013 :: steps: 1.00 :: Time: 0.018(0.01794/step) :: Entropy : 0.000 :: Grads : [[0.0009833294, 0.0009833297], []]
460 :: Rewards -15.129 :: steps: 1.00 :: Time: 0.018(0.01800/step) :: Entropy : 0.000 :: Grads : [[0.0016939857, 0.0016939848], []]
470 :: Rewards -16.404 :: steps: 1.00 :: Time: 0.022(0.02180/step) :: Entropy : 0.000 :: Grads : [[0.0025056493, 0.002505649], []]
480 :: Rewards -17.079 :: steps: 1.00 :: Time: 0.018(0.01810/step) :: Entropy : 0.000 :: Grads : [[0.002636104, 0.0026361034], []]
490 :: Rewards -17.098 :: steps: 1.00 :: Time: 0.019(0.01875/step) :: Entropy : 0.000 :: Grads : [[0.0012563033, 0.0012563032], []]
500 :: Rewards -17.156 :: steps: 1.00 :: Time: 0.019(0.01891/step) :: Entropy : 0.000 :: Grads : [[0.004963842, 0.0049638436], []]
510 :: Rewards -17.809 :: steps: 1.00 :: Time: 0.019(0.01907/step) :: Entropy : 0.000 :: Grads : [[0.0064320164, 0.0064320164], []]
520 :: Rewards -18.209 :: steps: 1.00 :: Time: 0.019(0.01905/step) :: Entropy : 0.000 :: Grads : [[0.005049381, 0.0050493805], []]
530 :: Rewards -18.564 :: steps: 1.00 :: Time: 0.019(0.01897/step) :: Entropy : 0.000 :: Grads : [[0.001428568, 0.001428568], []]
540 :: Rewards -19.001 :: steps: 1.00 :: Time: 0.019(0.01920/step) :: Entropy : 0.000 :: Grads : [[0.004384639, 0.004384636], []]
550 :: Rewards -19.695 :: steps: 1.00 :: Time: 0.020(0.01952/step) :: Entropy : 0.000 :: Grads : [[0.0023640178, 0.0023640196], []]
560 :: Rewards -20.789 :: steps: 1.00 :: Time: 0.020(0.01956/step) :: Entropy : 0.000 :: Grads : [[0.010652252, 0.010652249], []]
570 :: Rewards -21.726 :: steps: 1.00 :: Time: 0.019(0.01926/step) :: Entropy : 0.000 :: Grads : [[0.013226365, 0.013226366], []]
580 :: Rewards -21.765 :: steps: 1.00 :: Time: 0.019(0.01911/step) :: Entropy : 0.000 :: Grads : [[0.005504194, 0.005504192], []]
590 :: Rewards -21.843 :: steps: 1.00 :: Time: 0.019(0.01922/step) :: Entropy : 0.000 :: Grads : [[0.00535096, 0.005350958], []]
600 :: Rewards -22.758 :: steps: 1.00 :: Time: 0.019(0.01918/step) :: Entropy : 0.000 :: Grads : [[0.01207038, 0.012070371], []]
610 :: Rewards -24.154 :: steps: 1.00 :: Time: 0.019(0.01928/step) :: Entropy : 0.000 :: Grads : [[0.009008246, 0.009008242], []]
620 :: Rewards -24.154 :: steps: 1.00 :: Time: 0.020(0.01978/step) :: Entropy : 0.000 :: Grads : [[0.00034405137, 0.00034405157], []]
630 :: Rewards -24.469 :: steps: 1.00 :: Time: 0.020(0.01992/step) :: Entropy : 0.000 :: Grads : [[0.00012555494, 0.0001255549], []]
640 :: Rewards -24.469 :: steps: 1.00 :: Time: 0.019(0.01943/step) :: Entropy : 0.000 :: Grads : [[0.00010765668, 0.000107656655], []]
650 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.01962/step) :: Entropy : 0.000 :: Grads : [[0.00048236788, 0.00048236767], []]
660 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.01977/step) :: Entropy : 0.000 :: Grads : [[6.763602e-05, 6.763618e-05], []]
670 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.02009/step) :: Entropy : 0.000 :: Grads : [[1.4394948e-06, 1.4394951e-06], []]
680 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.01978/step) :: Entropy : 0.000 :: Grads : [[1.9722415e-06, 1.9722424e-06], []]
690 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.02035/step) :: Entropy : 0.000 :: Grads : [[4.6246367e-07, 4.6246433e-07], []]
700 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.02030/step) :: Entropy : 0.000 :: Grads : [[1.0314919e-08, 1.0314935e-08], []]
710 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.021(0.02053/step) :: Entropy : 0.000 :: Grads : [[1.1957242e-08, 1.1957233e-08], []]
720 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.02017/step) :: Entropy : 0.000 :: Grads : [[1.1727689e-08, 1.1727691e-08], []]
730 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.020(0.02019/step) :: Entropy : 0.000 :: Grads : [[2.1794436e-08, 2.179446e-08], []]
740 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.021(0.02130/step) :: Entropy : 0.000 :: Grads : [[1.9888892e-08, 1.9888887e-08], []]
750 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.021(0.02078/step) :: Entropy : 0.000 :: Grads : [[6.5818413e-09, 6.5818426e-09], []]
760 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.022(0.02160/step) :: Entropy : 0.000 :: Grads : [[1.00473825e-08, 1.0047427e-08], []]
770 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.021(0.02068/step) :: Entropy : 0.000 :: Grads : [[2.2668578e-08, 2.2668647e-08], []]
780 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.021(0.02100/step) :: Entropy : 0.000 :: Grads : [[4.7194635e-06, 4.7194576e-06], []]
790 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.021(0.02111/step) :: Entropy : 0.000 :: Grads : [[5.6200526e-05, 5.6200177e-05], []]
800 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.021(0.02092/step) :: Entropy : 0.000 :: Grads : [[0.0063032806, 0.0063032946], []]
810 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.022(0.02179/step) :: Entropy : 0.000 :: Grads : [[0.0044772285, 0.004477217], []]
820 :: Rewards -25.224 :: steps: 1.00 :: Time: 0.022(0.02232/step) :: Entropy : 0.000 :: Grads : [[0.009651347, 0.009651379], []]
830 :: Rewards -25.427 :: steps: 1.00 :: Time: 0.022(0.02208/step) :: Entropy : 0.000 :: Grads : [[0.009621948, 0.009621958], []]
840 :: Rewards -25.427 :: steps: 1.00 :: Time: 0.022(0.02213/step) :: Entropy : 0.000 :: Grads : [[0.006580868, 0.0065808683], []]
850 :: Rewards -25.620 :: steps: 1.00 :: Time: 0.022(0.02227/step) :: Entropy : 0.000 :: Grads : [[0.0035075485, 0.00350755], []]
860 :: Rewards -26.227 :: steps: 1.00 :: Time: 0.022(0.02204/step) :: Entropy : 0.000 :: Grads : [[0.0073074875, 0.0073074847], []]
870 :: Rewards -27.221 :: steps: 1.00 :: Time: 0.022(0.02168/step) :: Entropy : 0.000 :: Grads : [[0.0017437097, 0.0017437099], []]
880 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.022(0.02201/step) :: Entropy : 0.000 :: Grads : [[0.00066624064, 0.0006662412], []]
890 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.021(0.02144/step) :: Entropy : 0.000 :: Grads : [[9.822409e-05, 9.822416e-05], []]
900 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.021(0.02127/step) :: Entropy : 0.000 :: Grads : [[5.9959266e-06, 5.9959298e-06], []]
910 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.022(0.02172/step) :: Entropy : 0.000 :: Grads : [[8.379231e-06, 8.379227e-06], []]
920 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.022(0.02190/step) :: Entropy : 0.000 :: Grads : [[3.370315e-06, 3.3703168e-06], []]
930 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.021(0.02129/step) :: Entropy : 0.000 :: Grads : [[9.239354e-07, 9.2393645e-07], []]
940 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.021(0.02126/step) :: Entropy : 0.000 :: Grads : [[1.3804552e-07, 1.3804538e-07], []]
950 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.021(0.02140/step) :: Entropy : 0.000 :: Grads : [[4.010456e-08, 4.0104517e-08], []]
960 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.022(0.02179/step) :: Entropy : 0.000 :: Grads : [[1.4177575e-08, 1.4177651e-08], []]
970 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.021(0.02139/step) :: Entropy : 0.000 :: Grads : [[6.1982e-08, 6.1982156e-08], []]
980 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.022(0.02166/step) :: Entropy : 0.000 :: Grads : [[1.3321643e-08, 1.3321627e-08], []]
990 :: Rewards -27.479 :: steps: 1.00 :: Time: 0.022(0.02202/step) :: Entropy : 0.000 :: Grads : [[4.2963116e-08, 4.296294e-08], []]
999 :: Rewards -27.479 :: steps: 0.90 :: Time: 0.020(0.02178/step) :: Entropy : 0.000 :: Grads : [[7.386795e-08, 7.386795e-08], []]
Total time taken: 36.18878412246704
